Star,Title_cn,Title_en
4星,弘益大学,Hongik University
3星,弘大自由市场,Freemarket
3星,古宫全州拌饭,
4星,本粥(明洞店),
4星,乡村饭桌,
4星,Myth猪蹄,
4星,BEANS BINS(三清店),BEANS BINS(三清店)
5星,三清洞摩西(总店),Mukshidonna Samcheongdong
4星,八色烤肉(弘大店),
3星,仁寺洞,Insadong
5星,北村韩屋村,Bukchon Hanok Village
5星,梨花女子大学,Ewha Womans University
5星,明洞,
5星,鼓浪屿,
3星,鼓浪屿内厝澳码头,
5星,厦门大学,
4星,芙蓉隧道,
4星,环岛路木栈道,
4星,曾不厝闽南私房菜,
5星,厦门享筑海边度假旅馆,Xiamen enjoys building a seaside resort hotel
5星,中山纪念林,
5星,莒光楼,Juguanglou
5星,翟山坑道,
5星,得月楼,
5星,金水国小,
5星,开元141海鲜大排档,
4星,黑猫餐厅,Black Cat Dinning Room
5星,芒果芒果胡桃夹子,
4星,黄远堂凤梨酥(鼓浪屿二店),
4星,赵小姐的店（鼓浪屿店）,
4星,张三疯奶茶店(街心公园店),
4星,协和礼拜堂,
4星,鼓浪屿日光岩,Sunlight Rock
5星,厦门佰加信客栈,Xiamen Bai Jia boutique Holiday Park
4星,莫高窟,mogaocaves
4星,敦煌星月青年旅社,
3星,共和旦切大叔家农家乐,
5星,九份,
4星,猴硐,Houtong Village
4星,溪头18号,
4星,车埕镇,
4星,台中国军英雄馆,
4星,逢甲夜市,
4星,东海大学,Tunghai University
4星,纸箱王(东山路店),
4星,台北故宫博物院,Taipei's National Palace Museum
4星,大胡子啤酒屋(黄岛路店),
4星,阜杭豆浆,
4星,提拉米苏精致蛋糕店,
5星,出火特别景观区,
4星,风吹沙,
4星,垦丁伯利恒天空好蓝民宿&Villa,Bethlehem BnB Villa Kenting
4星,关山,
4星,阿兴生鱼片,
5星,义丰阿川冬瓜茶,
4星,窄门咖啡,Narrow Door Cafe
5星,香港迪士尼乐园,Hong Kong Disneyland
4星,浅水湾,Repulse Bay
4星,圣约翰座堂,St.John'sCathedral
5星,香港科学馆,Hong Kong Science Museum
4星,汉拿山(长白山国际度假区店),
5星,中国美术学院,
5星,杭州国际青年旅舍,
4星,拜家酿皮,
4星,阿柔大寺,
4星,西北萨告烤肉王,
4星,张掖丹霞地质公园,
3星,冰沟丹霞景区,
4星,沙洲夜市,
4星,鸣沙山,
4星,茶卡盐湖,
4星,青海湖,Qinghai Lake
3星,德国总督府旧址,Site of German Governor’s Palace　　
4星,一杯沧海,TsingTao Life
4星,花石楼,
4星,八大关景区,
3星,世界园艺博览会,
3星,劈柴院,
3星,小青岛,
3星,鲁迅公园,
3星,胶澳总督府旧址,
3星,栈桥,
4星,王姐烧烤,
3星,青岛天主教堂,
4星,品格子旅店北车馆,Inn Cube - Taipei Main Station
4星,北投圖書館,"Beitou Public Library, Taipei"
4星,北投温泉博物馆,Beitou Hot Spring Museum
4星,云山水自然生态农庄,
4星,龙磐公园,
4星,台湾最南点,SouthernPoint
4星,鹅銮鼻灯塔,
4星,驳二艺术特区,The Pier-2 Art Center
4星,日月潭国家风景区,Sun Moon Lake
4星,清境农场,
4星,诚品书店(敦南店),Eslite Bookstore (Dunnan)
4星,五霸焦糖包心粉圆,
4星,东海乳品小栈,
4星,赖阿婆芋圆,
4星,阿宗面线(西门町店),
5星,银山温泉,
5星,109MEN'S(涩谷店),
5星,泰生小镇养生旅游景区,
5星,御膳房,The Tasting Room
5星,誉珑轩,Jade Dragon
5星,涩谷Hikarie,Shibuya Hikarie ShinQs
5星,江东花火大会,
5星,嵩溪村,
5星,芜湖方特东方神画,
5星,浣月山房,
5星,大格落克纳阿尔卑斯高山公路,Grossglockner Hochalpenstrasse
5星,帕拉缇努斯市中心酒店,Hotel Palatinus City Center
5星,Bishop's Palace,Bishop's Palace
5星,佩奇主教座堂,
5星,卡西姆帕夏清真寺,
5星,Szechenyi Square,Szechenyi Square
5星,Szamos Marcipán Múzeum,
5星,贝奥格拉达教堂,Beograda Templom
5星,山丹丹,Szentendre
5星,布达佩斯格雷沙姆宫四季酒店,Four Seasons Hotel Gresham Palace Budapest
5星,自由桥,Liberty Bridge
5星,布达王宫,Buda Castle
5星,渔人堡,Fisherman's Bastion
5星,马加什教堂,Matthias Church
5星,塞切尼链桥,Chain Bridge
5星,烟草街会堂,
5星,纽约咖啡厅,
5星,匈牙利国家歌剧院,Hungarian State Opera
5星,匈牙利国会大厦,Hungarian Parliament Building
5星,圣伊什特万大教堂,St. Stephen's Basilica
5星,Shirokuma Cafe,Shirokuma Cafe
5星,Kafemuji,Kafemuji
5星,古桑庵,Kosouan
5星,Yojiya Cafe(羽田空港第一ターミナル店),Yojiyakafe
5星,虎屋菓寮(銀座店),torayakaryou
5星,欧舒丹咖啡(涩谷店),L'Occitane Cafe
5星,自由之丘甜点森林,Le souffle
5星,然花抄院(京都室町本店),Zenkashouin
5星,nana’s green tea(自由が丘店),
5星,天神汤之华,
5星,鹿兒島黑牛燒肉 泰元,
5星,RIKI,RIKI
5星,博多老铺房故乡馆,Hakata Machiya Folk Museum
5星,suitoufukuoka,suitoufukuoka
4星,博多Akachokobe,Hakataakachokobe
5星,川端善哉广场,Kawabatazenzaihiroba
5星,川端通商店街,Kawabatadori Shopping Street
5星,博多茶くら,
5星,鹿岛本馆,
5星,东长寺,Tochoji Temple
5星,櫛田神社,
5星,SUiTO Fukuok游客问询中心,
5星,长浜鲜鱼市场,
5星,日光江户村,Edo Wonderland
5星,足利织姬神社,
5星,小山本场结城䌷手工艺馆,
5星,いちごの里湯本農場,Ichigonosato
5星,足利花卉公园,
5星,严岛神社,Itsukushima Jinja
5星,Kamaya café du Reverbere,
5星,日光猴子军团,
5星,福岛水族馆,Aquamarine Fukushima
5星,盐屋埼灯塔,
5星,森のキッチン,Morinokicchin
5星,樱花在Yunohami温泉站,
5星,芦之牧温泉,
5星,龙神大吊桥,
5星,料理旅馆田事,Ryouriryokantagoto
5星,末广造酒厂,
5星,ほしばん 絵ろうそく,
5星,长门屋,
5星,七日町商业街,
5星,Daiso(寝屋川市),Daiso(寝屋川市)
5星,会津若松城,
5星,元祖安康鱼火锅“山翠”,Sansui
5星,大洗矶前神社,
5星,六角堂,
5星,松本清 那珂湊店,
5星,記念の森レストハウス,Kinennomoriresutohausu
5星,日立海滨公园,Kokuei Hitachi Seaside Park
5星,SEA BiRDS 咖啡店,SEA BiRDS CAFE
5星,鹿岛神宫,
4星,拉斯维加斯华尔道夫酒店（原文华东方酒店）,Waldorf Astoria Las Vegas
4星,JR长崎九州酒店,JR Kyushu Hotel Nagasaki
5星,安缦吉沃,Amanjiwo
5星,阿雅娜水疗度假酒店,"AYANA Resort and Spa, BALI"
4星,香港四季酒店,Four Seasons Hotel Hong Kong
4星,春园海鲜广场3排4号,
4星,春园海鲜广场,
4星,重庆刘一手火锅(商品街店),
4星,三亚山海天万豪酒店,Sanya Marriott Hotel Dadonghai Bay
4星,阿浪海鲜(三亚美食地标店),Sanya seafood processing shop
4星,第一市场,
4星,初见鲜花咖啡,
4星,西岛,
4星,三亚海岸11号艺术酒吧,
4星,小正抱罗粉(原正宗抱罗粉),
4星,三亚四川老三海鲜加工店,
4星,三亚鹿回头天南客栈,
4星,三亚梧桐墅（全别墅）精品酒店,Phoenix Villa Hotel Sanya
4星,利国餐厅,
5星,阿维尼翁,Avignon
5星,圣弗朗西斯教堂,"Basilica di San Francesco, Ravenna"
5星,迦拉-普拉西迪亚陵墓,Mausoleo di Galla Placidia
4星,祖父石和祖母石,Hin Ta & Hin Yai Rocks
4星,大佛寺,Big Buddha Temple
4星,苏梅岛波普特安娜塔拉度假酒店,Anantara Bophut Koh Samui Resort
4星,苏梅岛,Koh Samui
5星,南京颐和公馆公寓,
5星,茉莉雅岛,Moorea
4星,康斯丹毛里求斯贝尔玛尔度假酒店,Constance Belle Mare Plage
4星,托斯洛克香格里拉度假Spa酒店,Shangri-La's Le Touessrok Resort & Spa
4星,曼菲蒂宫酒店-瑞雷斯与城堡,Hotel Palazzo Manfredi – Relais & Chateaux
5星,康斯丹毛里求斯王子度假酒店,Constance Prince Maurice
4星,鹿岛,Isle Aux Cerfs
4星,鹿洞火山口,Trou Aux Cerfs Volcano
4星,伦敦眼,London Eye
4星,泰晤士河,RiverThames
4星,伦敦塔,Tower of London
4星,格林公园,Green Park
4星,白金汉宫,Buckingham Palace
4星,Kumagera,Kumagera
4星,森之时计咖啡馆,Forest Clock Cafe
4星,富田农场,Farm Tomita
4星,炭烧叉烧拉面,YAMAICHI
4星,汤咖喱Hirihiri,Supukarihirihirinigou
4星,白桦山庄 拉面共和国,Shirakabasansou
4星,蟹本家(札幌站前本店),Sapporokanihonke
4星,大汤沼,Oyunuma
4星,地狱谷,HellValley
4星,地球岬,EarthCape
4星,望羊蹄,
4星,洞爷湖,Lake Toya
4星,LeTAO 本店,
4星,おたる政寿司 本店,Otarumasazushi
4星,小樽八音盒博物馆,Otaru Orgel Museum
4星,大正哨子馆,Otaru Taishou Glass Palace
4星,三角市场,Sankaku Ichiba Market
4星,小樽运河,Otaru Canal
4星,圣米歇尔山修道院,
4星,玫瑰花园,
4星,旧皇宫,
4星,老市政厅,Altes Rathaus
4星,朗拉德宫殿酒店,Hotel Londra Palace
4星,新加坡四季酒店,Four Seasons Hotel Singapore
4星,东急凯彼德大酒店,The Capitol Hotel Tokyu
5星,旧圣阿波里奈尔教堂,
5星,但丁墓,Dante's Tomb
5星,拉韦纳大教堂,Duomo di Ravenna
5星,内奥尼亚诺洗礼堂,
5星,圣维塔莱教堂,
4星,圣母教堂,
4星,森伯歌剧院,
4星,宫廷教堂,
5星,岩石公园,Rocher des Doms
5星,泉水城,Fontaine-de-Vaucluse
5星,红土城,Roussillon
5星,塞南克修道院,Abbaye de senanque
5星,瓦朗索勒,Valensole
5星,普罗旺斯,Provence
4星,蓝塔东急酒店,Cerulean Tower Tokyu Hotel
4星,东京斯布亚美好酒店,Shibuya Excel Hotel Tokyu
3星,Camino Real,Camino Real
4星,Mount Floyen and the Funicular (Floibanen),Mount Floyen and the Funicular (Floibanen)
4星,鱼市场,Fish Market
4星,布吕根,Bryggen Hanseatic Wharf
4星,Tamburini,Tamburini
4星,Ditta Paolo Atti & Figli,Ditta Paolo Atti & Figli
4星,Tortellino,Tortellino
4星,La Baita Di Bianchi Letizia,La Baita Di Bianchi Letizia
4星,圣马可广场,Piazza San Marco
4星,安康圣母教堂,Santa Maria della Salute
5星,圣斯蒂芬教堂,
5星,圣彼得大教堂,
5星,博洛尼亚大学,University of Bologna
5星,双塔,Two Towers
5星,海神喷泉,
5星,圣白托略大殿,
4星,大庙博物馆,Museo del Templo Mayor
4星,宪法广场,Plaza de la Constitución
3星,特奥帝瓦坎古城,Teotihuacán
3星,Playa Caracol,Playa Caracol
3星,大神庙,
3星,首都大教堂,Metropolitan Cathedra
4星,新加坡总统府,Istana
4星,克拉码头,Clarke Quay
4星,珍宝海鲜楼(河滨坊店),JUMBO Seafood Gallery
4星,文华东方酒店,Mandarin Oriental Tokyo
4星,东京皇家王子大饭店花园塔,The Prince Park Tower Tokyo
4星,Grange Restaurant,
4星,Chianti Classico,Chianti
4星,Good Life Morden Organic Pizza,Good Life Morden Organic Pizza
4星,Hahndorf Inn,Hahndorf Inn
4星,森本,Morimoto
4星,雪茄酒吧,
4星,日枝神社,Hie Shrine
4星,涩谷,Shibuya
4星,东急HANDS 池袋店,tokyuhands ikebukuro store
4星,斯德哥尔摩老城,Gamla Stan
4星,新加坡滨海湾花园,Gardens by the Bay
4星,滨海湾金沙艺术科学博物馆,ArtScience Museum at Marina Bay Sands
4星,双螺旋桥,The Helix Bridge
4星,鱼尾狮公园,Merlion Park
4星,滨海艺术中心音乐厅,EsplanadeTheatresontheBay
4星,乌节路,Orchard Road
4星,新加坡樟宜机场,Singapore Changi Airport
4星,滨海湾,Marina Bay
4星,新加坡康莱德酒店,Conrad Centennial Hotel - Singapore
4星,自由之丘甜点森林,Le souffle
4星,目黑川,Meguro Gawa
4星,代官山,Daikanyama
5星,Ryokan Kurashiki,Ryokan Kurashiki
4星,Maggie Beer's Farm Shop,Maggie Beer's Farm Shop
4星,六本木之丘,"Roppongi Hills, Shop & Restaurant Area"
4星,东京站,Tokyo Station
4星,表参道,Omotesando
3星,银座,Ginza
3星,隅田公园,Sumida Park
4星,东京天空树,Tokyo Skytree
4星,Biruzu,Biruzu
3星,大江户温泉物语,Odaiba Tokyo Oedo-Onsen Monogatari
4星,维纳斯城堡,VenusFort
4星,台场购物广场,Diver City Tokyo Plaza
3星,自由女神像,Statue of Liberty
4星,彩虹大桥,Rainbow Bridge
4星,台场海滨公园,Odaiba Seaside Park
4星,台场,Odaiba
4星,森美术馆,Mori Art Museum
3星,增上寺,Zojoji Temple
3星,东京塔,Tokyo Tower
3星,折多山,
2星,长江三峡大坝旅游区,
4星,武汉大学,Wuhan University
3星,埔顶民宿,
3星,龙虾先生的秘密巢穴,Mr Lobster's Secret Den
4星,Solo Singer Inn台北,Solo Singer Inn
4星,花莲海中天会馆,
3星,承亿文旅(屏東垦丁雅客小半岛)(原垦丁冒烟的乔雅客旅店),Hotel Day Kenting
4星,垦丁21.5主题民宿,21.5 Chin Homestay
3星,佳适旅舍 - 六合馆,Jia's Inn-Liouhe
3星,龙山寺,Longshan Temple
2星,西门町,
3星,台北总统府,Presidential Office Building
4星,林东芳牛肉面,
3星,松山文创园,Songshan Cultural and Creative Park
3星,中正纪念堂,Chiang Kai-Shek Memorial Hall
2星,淡水老街,Tam Shui
3星,满来温泉拉面,Man-Lai Ramen
3星,北投市场,
3星,吃饭食堂,
3星,台北故宫博物院,Taipei's National Palace Museum
3星,永康街小吃,
3星,诚品书店(台北信义店),
3星,诚品书店(敦南店),Eslite Bookstore (Dunnan)
3星,清水断崖,Ch'ing-shui Cliff
3星,太鲁阁公园,Taroko National Park
3星,七星潭,
3星,第一家烤肉串(原自强夜市店),
3星,自强夜市(2015年11月结束营业),
3星,鲤鱼潭,Liyu Lake
3星,光复糖厂,Recovery of sugar mill
3星,瑞穗牧场,Ruisui Ranch
3星,全美行池上便当,
3星,台东伯朗大道,Bolang Street
3星,花东纵谷,East Rift Valley
4星,关山,
3星,国立海洋生物博物馆,National Museum of Marine Biology and Aquarium
3星,后壁湖,Hou-BiLakeFishing
3星,埔顶草原,
3星,垦丁大街/垦丁大街夜市,Kending Street
3星,伙计鸭肉冬粉,
3星,恒春古城,Hengchun Old Town
3星,风吹沙,
3星,台湾最南点,SouthernPoint
3星,鹅銮鼻灯塔,
3星,龍磐餐飲,
3星,打狗鉄道故事馆,Takao Railway Museum
3星,瑞丰夜市,
3星,驳二艺术特区,The Pier-2 Art Center
3星,捷运美丽岛站光之穹顶,The Dome of Light
5星,赫本黑文别墅,Hepburn Haven
4星,大间歇泉,Great Geysir
4星,太阳航海者,Sun Voyager
5星,米湖天然温泉,Myvatn Nature Bath
4星,熔岩迷宫,Dark Castles
5星,黛提瀑布,Dettifoss
5星,米湖,Lake Myvatn
5星,塞济斯菲厄泽,Seydisfjordur
5星,雷克雅未克,Reykjavik
4星,黄金瀑布,Gull Falls
4星,杰古沙龙湖,Jokulsarlon Glacial Lagoon
4星,斯科加瀑布,
4星,塞里雅兰瀑布,Seljalandsfoss
4星,冰岛蓝湖,Blue Lagoon Iceland
4星,特约宁湖,
4星,雷克雅未克大教堂,Hallgrimskirkja
4星,Red Chili,Red Chili
4星,巴塞罗那4间客房公寓,4 Rooms Barcelona
4星,奎尔宫,GuellPalace
4星,蒙锥克山城堡,
5星,圣家堂大教堂,Church of the Sacred Family
4星,米拉之家,
5星,波盖利亚市场,
4星,兰布拉大道,
5星,佛罗伦萨,
4星,皮恩扎,Pienza
4星,科莫湖,Slow Lake Como
4星,里亚托桥,Rialto Bridge
4星,圣马可广场,Piazza San Marco
4星,卡斯特鲁奇奥公园,Castelluccio Di Norcia
4星,阿西西,Assisi
4星,天空之城,Civita Di Bagnoregio
4星,庞贝古城,Pompeii
4星,卡佩尔廊桥,ChapelBridgeandWaterTower
3星,高堡,Vyehrad Citadel
3星,跳舞的房子,Dancing House
3星,黄金巷,Golden Lane
3星,圣维特大教堂,St.VitusCathedral
3星,犹太博物馆,Jewish Museum in Prague
3星,老城广场,Old Town Square
3星,布拉格城堡,Prague Castle
3星,老城市政厅和天文钟,Old Town Hall with Astronomical Clock
3星,查理大桥,Charles Bridge
4星,特拉尼教堂,Basilica Cattedrale di Trani
3星,法萨诺野生动物园,zoo safari
3星,马泰拉石头城,Matera
5星,蒙特城堡,Castel Del Monte
5星,阿尔贝罗贝洛的特胡里城,The Trulli of Alberobello
4星,萨尔茨堡萨赫酒店,Hotel Sacher Salzburg
5星,普吉岛千禧芭东度假村,Millennium Resort Patong Phuket
5星,拉查岛瑞阿布瑞度假酒店,Racha Island Resort (Rayaburi)
5星,金门国家游乐区,Golden Gate Park
5星,旧金山渔人码头,Fishermans Wharf
4星,死亡谷国家公园,Death Valley National Park
5星,大峡谷国家公园,Grand Canyon National Park
5星,威廉姆斯,Williams
4星,玛丽女王酒店,Hotel Queen Mary
5星,一号公路,California Route 1
5星,羚羊峡谷,Antelope Canyon
5星,纪念碑谷,Monument Valley
4星,涩谷东急住宿酒店,Tokyu Stay Shibuya
4星,玛丽皇后酒店,The Queen Mary
5星,鲍威尔湖度假酒店,Lake Powell Resort
4星,贝拉吉奥度假村,Bellagio
5星,猛犸湖威斯汀莫纳奇度假酒店,"The Westin Monache Resort, Mammoth"
4星,窄轨酒店,Narrow Gauge Inn
5星,沃尔夫旅馆,The Wharf Inn
5星,酒谷旅店,Wine Valley Inn
4星,田子坊,
4星,张北草原,
4星,中部国际机场,Chubu Centrair International Airport
4星,鹅銮鼻灯塔,
4星,厦门大学,
5星,富士河口湖温泉湖南庄酒店,Fujikawaguchiko Onsen Konanso
4星,衹园,Gion
4星,三年坂二年坂,Sannenzaka Ninenzaka
4星,台北豪祥大旅社,Hau Shuang Hotel
4星,八坂神社,Yasaka Shrine
4星,诚品书店(敦南店),Eslite Bookstore (Dunnan)
4星,草原天路,
4星,明洞,
4星,海河,
4星,矿工食堂,
5星,外滩,
4星,地下水宫,TheBasilicaCistern
4星,阿妹茶酒馆,
4星,第一海水浴场,
5星,独立大街,
5星,弘大自由市场,Freemarket
4星,弘益大学,Hongik University
5星,猫空缆车,
4星,新光三越(台北信义新天地),
4星,龙山寺,Longshan Temple
4星,柯拉教堂,Chora Church
3星,埃及市场(香料市场),Egypt Market|Spice Bazaar
4星,苏莱曼清真寺,Suleymaniye Mosque
3星,格雷梅镇,Goreme Town
4星,格雷梅露天博物馆,Goreme Open Air Museum
4星,伊斯坦布尔博斯普鲁斯格兹酒店,Gezi Hotel Bosphorus Istanbul
4星,圣索菲亚教堂,HagiaSophiaMuseum
3星,蓝色清真寺,Blue Mosque
3星,苏丹阿赫迈特广场,Sultanahmet Square
3星,多尔玛巴赫切宫,
4星,奥利弗洞穴酒店,Arif Cave Hotel
4星,圣索菲亚苏丹阿合麦特酒店,Boutique Saint Sophia
4星,新清真寺,
3星,塔克西姆广场,Taksim Square
4星,塞利梅修道院,Selime Monastery
4星,恋恋莎堡橘子堡,Hotel Castilla De Amour- Orange Castle
4星,清境云顶山庄,
4星,八号巷民宿,
4星,丰居旅店- 西门馆,Via Hotel
4星,普吉岛万丽度假酒店,Renaissance Phuket Resort & Spa
4星,普吉盛泰乐芭东蓝色海洋度假村,Centara Blue Marine Resort and Spa Phuket
4星,普吉岛遗产酒店,Phuket Heritage Hotel
4星,奈涵度假村,The Nai Harn
5星,瑶亚岛村酒店,Koh Yao Yai Village
4星,吴哥酒店,Angkor Hotel
4星,太平洋温泉酒店,Pacific Hotel & Spa
4星,吴哥天堂别墅酒店,Paradise Angkor Villa Hotel
4星,皇家帝国酒店,Royal Empire Hotel
4星,安塔奴厄精神度假村&水疗中心,Antanue Spiritual Resort & Spa
4星,Haven Training Restaurant,Haven Training Restaurant
4星,Madame Butterfly,Madame Butterfly
4星,Ecstatic Pizza,Ecstatic Pizza
4星,吴哥王餐馆,
4星,Swensen's,Swensen's
4星,Cambodian BBQ Restaurant,Cambodian BBQ Restaurant
3星,Cambodian Soup Restaurant,Cambodian Soup Restaurant
4星,红钢琴酒吧,The Red Piano
4星,FCC Angkor,FCC Angkor
3星,高棉厨房餐厅,Khmer Kitchen Restaurant
4星,茶胶寺,Ta Keo
3星,洞里萨湖水上人家,
4星,西梅奔寺,West Mebon
4星,周萨神庙,Chau Say Tevoda
3星,罗洛寺群,Roluos Group
4星,十二塔庙,Prasat Suor prat
4星,吴哥城南门,Angkor Thom South Gate
4星,班德普瑞寺,Banteay Prei
3星,罗洛寺群,Roluos Group
4星,豆蔻寺,Prasat Kravan
4星,龙蟠水池,Neak Pean
4星,161酒店(北京王府井店),Beijing 161 Wangfujing Hotel
4星,北京唐悦酒店,Tangyue Hotel
3星,如家快捷酒店北京前门店,Home Inn(Qianmen)
4星,如家快捷酒店(北京西直门店),Home Inn (Xizhimen)
3星,如家快捷酒店(北京广安门内地铁站店),
4星,北京月亮河温泉度假酒店,Holiday Inn Beijing Moonriver
4星,北京居庸关长城古客栈,Juyongguan Great Wall Hotel
4星,北京金融街威斯汀大酒店,The Westin Beijing Financial Street
5星,北京丽都维景酒店,"Metropark Lido Hotel, Beijing"
4星,北京平谷渔阳酒店,Yuyang Hotel
4星,北京圣世苑温泉大酒店,Shengshiyuan Hotspring Hotel
5星,北京香山饭店,BTG Fragrant Hill Hotel
5星,北京老酸奶,
4星,东来顺饭庄(前门大街店),
5星,川办餐厅(贡院蜀楼),
4星,满记甜品(嘉茂店),
4星,鹿港小镇(西单大悦城店),
4星,海底捞火锅(牡丹园店),
4星,九门小吃,
4星,南京大牌档(中关村店),
4星,蟹道乐(新宿本店),Kyoumachikoishigureshinjyuku
5星,一兰拉面(涩谷店),Ichiran
3星,筑地玉寿司(筑地本店),Tsukijitamazushi
4星,伊豆荣本店,Izuei
5星,蟹道乐(银座八丁目店),Kanidouraku
5星,一兰拉面(新宿中央东口店),Ichiran
4星,筑地市场,The Tsukiji Market
4星,东京银座万怡酒店,Courtyard by Marriott Tokyo Ginza
4星,馨乐庭中央东京新宿区酒店,Citadines Central Shinjuku Tokyo
4星,东京京王广场酒店,Keio Plaza Hotel Tokyo
4星,森美术馆,Mori Art Museum
4星,台场高达博物馆,Gundamfront Tokyo
4星,江户东京博物馆,Edo-Tokyo Museum
4星,浅草寺,Senso-ji Temple
4星,东京湾,TokyoBay
4星,东京站,Tokyo Station
4星,彩虹大桥,Rainbow Bridge
4星,东京国立博物馆,Tokyo National Museum
4星,台场海滨公园,Odaiba Seaside Park
4星,雷门,Nakamise Shopping Street
3星,忠犬八公像,Hachiko
5星,东京迪士尼海洋乐园,Tokyo DisneySea
4星,上野公园,Ueno Park
4星,歌舞伎町一番街,kabukicho
4星,皇居,Imperial Palace
5星,东京迪士尼乐园,Tokyo Disneyland
4星,灵水村,
4星,钓鱼台银杏大道,Diaoyutai ginkgo Avenue
4星,北京园博园,
4星,五道营胡同,
4星,潭柘寺,
4星,卢沟桥,
4星,爨底下,
4星,十渡,
4星,朝阳公园,
4星,北京欢乐谷,Happy Valley
5星,北京王府井希尔顿酒店,Hilton Beijing Wangfujing
4星,北京易靜小栈四合院宾馆,
4星,北京京都信苑饭店,Beijing Xinyuan Hotel
4星,北京龙泉宾馆,Beijing Dragon Spring Hotel
4星,燕山火车站,YanShan Railway Station
4星,丰台火车站,
4星,沙河火车站,
4星,石景山南站,Shijingshan South Railway Station
3星,八达岭火车站,BaDaLing Railway Station
3星,丰台站,FengTai Railway Station
3星,北京北站,BeiJingBei Railway Station
4星,北京火车站,Beijing Railway Station
4星,北京西站,BeiJingXi Railway Station
4星,北京南站,Beijing South Railway Station
4星,港丽餐厅(中关村店),
4星,山吧,
4星,绿茶餐厅(温特莱店),
4星,花家怡园(四合院总店),
4星,庆丰包子铺(双桥店),
4星,太熟悉家常菜(朝阳门店),
4星,大宅门,
4星,秋栗香(地安门店),
4星,华天峨嵋酒家(车公庄店),
3星,哈根达斯(西单店),
4星,日昌餐馆(地安门总店),
4星,郭林家常菜(西直门店),
4星,三元梅园(西四店),
3星,金钱豹国际美食百汇(世贸天阶店),Golden Jaguar
4星,便宜坊烤鸭(鲜鱼口店),
4星,老北京炸酱面大王(崇文门总店),
4星,日昌餐馆(东单店),
4星,金鼎轩南北菜(亚运村店),
4星,爆肚冯(前门店),
4星,海底捞火锅(西单店),
4星,北京稻香村(西四第10营业部),
5星,吴裕泰茶庄(前门大街店),
3星,护国寺小吃(护国寺总店),
4星,东来顺饭庄(王府井店),
4星,北京全聚德(前门店),
5星,北京璞邸酒店(原万豪酒店),Beijing Pudi Hotel
4星,北京珀丽酒店,Rosedale Hotel & Suites Beijing
5星,北京昆仑饭店,The Kunlun Beijing
4星,北京温都水城,Hot Spring Leisure City
3星,飘HOME连锁酒店(北京东四店),
4星,北京东方君悦大酒店,Grand Hyatt Beijing
4星,幻多奇乐园,Phuket FantaSea
5星,江西冷购物中心,Jungceylon Shopping Destination
4星,Big C(江西冷店),Big C Jungceylon
5星,西蒙人妖秀,Phuket Simon Cabaret
4星,斯米兰群岛国家海洋公园,Similan National Park of Thailand
5星,斯米兰浮潜,
5星,斯米兰岛,Koh Similan
4星,索克尔别墅度假酒店,Suorkear Villa & Resort
4星,吴哥旅行者之家酒店,Travellerhome Angkor
4星,芭东海滩酒店,Patong Beach Hotel
4星,芭东海酒店,The Sea Patong Hotel
5星,高轮大王子酒店,Grand Prince Hotel Takanawa
5星,东京成田国际机场,Narita International Airport
5星,暹粒-吴哥国际机场,Siem Reap International Airport/Angkor International Airport
5星,松山机场,Taipei Songshan Airport
4星,南苑机场,Beijing Nanyuan Airport
4星,首都国际机场2号航站楼,Zagreb Airport
5星,首都国际机场T3航站楼,Zagreb Airport
5星,关西国际机场,Kansai International Airport
4星,济州国际机场,Jeju International Airport
4星,金海国际机场,Gimhae International Airport
4星,金浦国际机场,Gimpo International Airport
5星,西门町,
5星,猫空观光茶园,
4星,金瓜石黄金博物园区,The Gold Museum
4星,阿云面店,
4星,阿妹茶楼,
5星,阿珠雪在烧,
4星,鱼丸伯仔,
4星,阿柑姨芋圆,
4星,台中公园智選假日饭店,Holiday Inn Express Taichung Park
4星,七星精品汽车旅馆,
4星,阿兴生鱼片,
5星,垦丁大街/垦丁大街夜市,Kending Street
4星,"辉哥生鱼片(整修中,暂停营业)",
4星,后壁湖海鲜市场,
4星,南卡威旅店,Langkawi B&B
4星,四连栋,
4星,西门红楼,RedHouse
5星,诚品书店(台北信义店),
4星,西门町,
4星,国父纪念馆,National Dr. Sun Yat-sen Memorial Hall
4星,士林夜市,
4星,101大楼,Taipei 101
5星,台北故宫博物院,Taipei's National Palace Museum
4星,吴哥回忆精品酒店,Memoire d' Angkor Boutique Hotel
4星,火宫殿(坡子街总店),
4星,长沙火车站,ChangSha Railway Station
4星,长沙黄花国际机场,Changsha Huanghua International Airport
4星,湖南广电中心,
4星,月湖公园,
4星,栈桥,
4星,八大关景区,
4星,劈柴院,
4星,鲁迅公园,
4星,国足臭豆腐(劈柴院店),
4星,意大利风情街,
4星,五大道,
4星,天津之眼,The Yongle Bridge Tientsin Eye
4星,瓷房子,
3星,塘沽洋货市场,
5星,奥林匹克森林公园,
4星,王府井步行街,
4星,文宇奶酪店(南锣鼓巷店),
4星,世界公园,
5星,簋街,
3星,女王宫,Banteay Srei
3星,巴孔寺,Bakong
3星,圣剑寺,Preah Khan
3星,龙蟠水池,Neak Pean
3星,塔逊,Ta Som
3星,吴哥窟,Angkor Wat
3星,塔普伦寺,Ta Prohm
4星,老市场,Old Market(Psar Chaa)
